NULL,NA,5310,5310,18000,18000,NULL,KY
NULL,10730,40488,51218,40488,51218,NULL,CA
NULL,12350,17650,30000,17650,30000,NULL,AL
NULL,NA,4740,4740,8610,8610,NULL,AL
NULL,7794,4790,12584,6785,14579,NULL,ND
NULL,NA,4470,4470,7650,7650,NULL,IL
NULL,6978,8733,15711,11778,18756,NULL,SD
NULL,NA,3660,3660,6510,6510,NULL,AR
NULL,7930,22410,30340,22410,30340,NULL,IL
NULL,6787,3590,10377,3590,10377,NULL,MT
NULL,NA,4340,4340,6623,6623,NULL,WI
NULL,NA,2528,2528,8672,8672,NULL,NC
NULL,NA,25250,25250,25250,25250,NULL,IL
NULL,8103,3540,11643,10050,18153,NULL,TX
NULL,11950,29550,41500,29550,41500,NULL,NJ
NULL,9686,10958,20644,22532,32218,NULL,PA
NULL,6294,12584,18878,12584,18878,NULL,MS
NULL,NA,6188,6188,15908,15908,NULL,OR
NULL,NA,4128,4128,7464,7464,NULL,WV
NULL,NA,2365,2365,8125,8125,NULL,NC
NULL,NA,5364,5364,11292,11292,NULL,VA
NULL,9024,25290,34314,25290,34314,NULL,VA
NULL,NA,8820,8820,16920,16920,NULL,WV
NULL,NA,5310,5310,18000,18000,NULL,KY
NULL,10800,32766,43566,32766,43566,NULL,OH
NULL,6976,18150,25126,18150,25126,NULL,SC
NULL,6200,12520,18720,12520,18720,NULL,ID
NULL,10692,7694,18386,23776,34468,NULL,ID
NULL,NA,18292,18292,18292,18292,NULL,MO
NULL,NA,11025,11025,11025,11025,NULL,NY
NULL,NA,4283,4283,8960,8960,NULL,LA
NULL,13280,21894,35174,21894,35174,NULL,MA
NULL,7810,12600,20410,12600,20410,NULL,MA
NULL,14478,55464,69942,55464,69942,NULL,MA
NULL,18360,46020,64380,46020,64380,NULL,MA
NULL,15720,53948,69668,53948,69668,NULL,MA
NULL,14698,53922,68620,53922,68620,NULL,ME
NULL,10904,8233,19137,18873,29777,NULL,MD
NULL,9168,11105,20273,19093,28261,NULL,OH
NULL,NA,4912,4912,12901,12901,NULL,OH
NULL,10620,33760,44380,33760,44380,NULL,IL
NULL,15440,55395,70835,55395,70835,NULL,MA
NULL,NA,15380,15380,15380,15380,NULL,CA
NULL,NA,2715,2715,5355,5355,NULL,TX
NULL,12418,29050,41468,29050,41468,NULL,GA
NULL,9200,22400,31600,22400,31600,NULL,KY
NULL,9900,29350,39250,29350,39250,NULL,NC
NULL,7850,18690,26540,18690,26540,NULL,GA
NULL,9020,31964,40984,31964,40984,NULL,IA
NULL,NA,5460,5460,13020,13020,NULL,WV
NULL,12720,35160,47880,35160,47880,NULL,VA
NULL,13090,10367,23457,16507,29597,NULL,MA
NULL,7628,5620,13248,5620,13248,NULL,UT
NULL,6586,5560,12146,5560,12146,NULL,HI
NULL,4592,4118,8710,4118,8710,NULL,ID
NULL,NA,5970,5970,12150,12150,NULL,MA
NULL,NA,5216,5216,9281,9281,NULL,NJ
NULL,NA,1770,1770,5220,5220,NULL,TX
NULL,11818,5482,17300,10210,22028,NULL,NY
NULL,NA,3540,3540,11190,11190,NULL,FL
NULL,14670,55656,70326,55656,70326,NULL,RI
NULL,NA,2380,2380,8140,8140,NULL,NC
NULL,NA,18270,18270,18270,18270,NULL,NE
NULL,7500,26800,34300,26800,34300,NULL,TN
NULL,NA,10230,10230,10230,10230,NULL,AR
NULL,15702,43973,59675,43973,59675,NULL,RI
NULL,11886,22815,34701,22815,34701,NULL,PA
NULL,16500,52360,68860,52360,68860,NULL,PA
NULL,13662,56092,69754,56092,69754,NULL,PA
NULL,1500,5660,7160,14660,16160,NULL,PA
NULL,9538,34004,43542,34004,43542,NULL,IA
NULL,NA,5580,5580,11760,11760,NULL,MA
NULL,5950,3180,9130,5310,11260,NULL,KS
NULL,NA,4950,4950,10950,10950,NULL,PA
NULL,13830,41120,54950,41120,54950,NULL,IN
NULL,NA,1498,1498,8518,8518,NULL,CA
NULL,NA,13194,13194,13194,13194,NULL,NC
NULL,NA,1500,1500,9300,9300,NULL,CA
NULL,12266,31920,44186,31920,44186,NULL,PA
NULL,10294,27279,37573,27279,37573,NULL,PA
NULL,NA,2356,2356,8116,8116,NULL,NC
NULL,12025,34715,46740,34715,46740,NULL,NJ
NULL,NA,4840,4840,8690,8690,NULL,AL
NULL,12160,33478,45638,33478,45638,NULL,CA
NULL,4950,9570,14520,9570,14520,NULL,CA
NULL,NA,4500,4500,4500,4500,NULL,CA
NULL,10136,49138,59274,49138,59274,NULL,CA
NULL,NA,20230,20230,20230,20230,NULL,CA
NULL,15525,52362,67887,52362,67887,NULL,CA
NULL,12069,49276,61345,49276,61345,NULL,CA
NULL,13779,42693,56472,42693,56472,NULL,CA
NULL,12576,7135,19711,13273,25849,NULL,CA
NULL,NA,12180,12180,12180,12180,NULL,CA
NULL,NA,32500,32500,32500,32500,NULL,CA
NULL,13796,9816,23612,21696,35492,NULL,CA
NULL,17358,7353,24711,19233,36591,NULL,CA
NULL,13746,7147,20893,19027,32773,NULL,CA
NULL,16954,6817,23771,18697,35651,NULL,CA
NULL,12980,7618,20598,17122,30102,NULL,CA
NULL,12540,6837,19377,18717,31257,NULL,CA
NULL,13980,6834,20814,18714,32694,NULL,CA
NULL,10587,6585,17172,18465,29052,NULL,CA
NULL,15898,6870,22768,18750,34648,NULL,CA
NULL,13312,6798,20110,18678,31990,NULL,CA
NULL,13407,6639,20046,18519,31926,NULL,CA
NULL,12234,7143,19377,19023,31257,NULL,CA
NULL,11122,6888,18010,17622,28744,NULL,CA
NULL,14396,7204,21600,19084,33480,NULL,CA
NULL,12711,6656,19367,13064,25775,NULL,CA
NULL,13227,7648,20875,19166,32393,NULL,CA
NULL,10542,7076,17618,20290,30832,NULL,CA
NULL,NA,10410,10410,10410,10410,NULL,CA
NULL,10186,11108,21294,14966,25152,NULL,PA
NULL,NA,19870,19870,19870,19870,NULL,IN
NULL,5492,11164,16656,11164,16656,NULL,MO
NULL,10200,34600,44800,34600,44800,NULL,MI
NULL,NA,13040,13040,13040,13040,NULL,MA
NULL,NA,4320,4320,4440,4440,NULL,NJ
NULL,5452,6450,11902,15870,21322,NULL,OK
NULL,11430,32500,43930,32500,43930,NULL,NC
NULL,8000,25400,33400,25400,33400,NULL,KY
NULL,NA,1440,1440,8670,8670,NULL,CA
NULL,11300,28488,39788,28488,39788,NULL,NY
NULL,NA,4050,4050,4050,4050,NULL,ND
NULL,NA,6330,6330,12510,12510,NULL,MA
NULL,NA,2590,2590,8350,8350,NULL,NC
NULL,NA,13788,13788,13788,13788,NULL,MN
NULL,NA,4404,4404,13172,13172,NULL,CT
NULL,10842,35466,46308,35466,46308,NULL,OH
NULL,5708,25428,31136,25428,31136,NULL,MD
NULL,8440,29998,38438,29998,38438,NULL,WI
NULL,NA,11250,11250,11250,11250,NULL,NV
NULL,NA,22841,22841,22841,22841,NULL,UT
NULL,NA,6570,6570,6570,6570,NULL,PR
NULL,4000,3818,7818,7943,11943,NULL,OK
NULL,NA,5000,5000,8330,8330,NULL,IL
NULL,14085,54759,68844,54759,68844,NULL,MN
NULL,NA,10234,10234,10234,10234,NULL,FL
NULL,NA,5912,5912,5912,5912,NULL,PR
NULL,11442,29454,40896,29454,40896,NULL,PA
NULL,14418,55465,69883,55465,69883,NULL,PA
NULL,NA,8300,8300,8300,8300,NULL,NC
NULL,9880,35486,45366,35486,45366,NULL,MT
NULL,NA,5160,5160,10448,10448,NULL,MD
NULL,9484,31918,41402,31918,41402,NULL,WI
NULL,8810,27900,36710,27900,36710,NULL,TN
NULL,NA,2372,2372,8132,8132,NULL,NC
NULL,11990,43550,55540,43550,55540,NULL,WI
NULL,6600,13475,20075,13475,20075,NULL,GA
NULL,NA,4447,4447,9878,9878,NULL,WA
NULL,15190,49042,64232,49042,64232,NULL,OH
NULL,6880,3072,9952,7584,14464,NULL,WY
NULL,10598,12314,22912,28322,38920,NULL,VT
NULL,10488,30520,41008,30520,41008,NULL,NC
NULL,NA,2400,2400,8160,8160,NULL,NC
NULL,NA,10050,10050,10050,10050,NULL,WV
NULL,14650,45804,60454,45804,60454,NULL,DC
NULL,NA,5290,5290,9948,9948,NULL,NY
NULL,14596,34630,49226,34630,49226,NULL,NY
NULL,NA,4305,4305,9015,9015,NULL,MD
NULL,11544,39216,50760,39216,50760,NULL,PA
NULL,NA,1770,1770,5220,5220,NULL,TX
NULL,7360,30270,37630,30270,37630,NULL,OH
NULL,13400,36580,49980,36580,49980,NULL,LA
NULL,11444,32998,44442,32998,44442,NULL,NJ
NULL,NA,4740,4740,8610,8610,NULL,AL
NULL,7700,2580,10280,11100,18800,NULL,AZ
NULL,7500,16200,23700,16200,23700,NULL,AR
NULL,NA,2392,2392,8152,8152,NULL,NC
NULL,NA,5760,5760,9630,9630,NULL,SC
NULL,8286,26674,34960,26674,34960,NULL,KS
NULL,10280,37295,47575,37295,47575,NULL,IA
NULL,7106,3000,10106,4320,11426,NULL,NE
NULL,12176,10616,22792,21856,34032,NULL,CT
NULL,NA,3308,3308,5978,5978,NULL,GA
NULL,4000,5492,9492,5492,9492,NULL,MN
NULL,9340,3720,13060,6540,15880,NULL,ME
NULL,7940,24420,32360,24420,32360,NULL,MO
NULL,10076,12960,23036,12960,23036,NULL,MI
NULL,NA,1626,1626,7338,7338,NULL,NM
NULL,NA,4536,4536,7296,7296,NULL,OH
NULL,10770,4938,15708,13218,23988,NULL,OR
NULL,8094,18714,26808,18714,26808,NULL,PA
NULL,NA,2792,2792,8936,8936,NULL,NC
NULL,10232,6346,16578,8346,18578,NULL,OH
NULL,5040,2700,7740,7050,12090,NULL,TX
NULL,NA,4838,4838,10766,10766,NULL,VA
NULL,11115,8072,19187,23053,34168,NULL,WA
NULL,6681,3120,9801,7632,14313,NULL,WY
NULL,3500,7700,11200,7700,11200,NULL,NY
NULL,NA,4438,4438,4873,4873,NULL,WA
NULL,10480,41700,52180,41700,52180,NULL,KY
NULL,NA,5417,5417,5417,5417,NULL,MN
NULL,NA,1438,1438,9688,9688,NULL,CA
NULL,NA,1382,1382,7802,7802,NULL,CA
NULL,NA,1414,1414,9664,9664,NULL,CA
NULL,7380,7196,14576,7196,14576,NULL,NE
NULL,NA,1414,1414,9454,9454,NULL,CA
NULL,NA,20850,20850,20850,20850,NULL,IL
NULL,13630,25374,39004,25374,39004,NULL,HI
NULL,15354,41010,56364,41010,56364,NULL,VT
NULL,NA,2580,2580,9810,9810,NULL,AZ
NULL,15828,52724,68552,52724,68552,NULL,CA
NULL,NA,17440,17440,17440,17440,NULL,CA
NULL,10200,25500,35700,25500,35700,NULL,SC
NULL,NA,10688,10688,10688,10688,NULL,NC
NULL,NA,10161,10161,13101,13101,NULL,CT
NULL,NA,12184,12184,12184,12184,NULL,OH
NULL,12090,37611,49701,37611,49701,NULL,PA
NULL,NA,3350,3350,6020,6020,NULL,GA
NULL,NA,4560,4560,8670,8670,NULL,AL
NULL,NA,4778,4778,17684,17684,NULL,TN
NULL,NA,4725,4725,12960,12960,NULL,OR
NULL,NA,4760,4760,9110,9110,NULL,MD
NULL,11000,36180,47180,36180,47180,NULL,PA
NULL,11018,9479,20497,14495,25513,NULL,PA
NULL,8724,12177,20901,20877,29601,NULL,IL
NULL,NA,2260,2260,2260,2260,NULL,MT
NULL,NA,3160,3160,8990,8990,NULL,FL
NULL,NA,4364,4364,6377,6377,NULL,WI
NULL,9400,24980,34380,24980,34380,NULL,NC
NULL,10280,26360,36640,26360,36640,NULL,VA
NULL,7400,32820,40220,32820,40220,NULL,TN
NULL,11460,14754,26214,27220,38680,NULL,VA
NULL,8360,17528,25888,17528,25888,NULL,OH
NULL,NA,20475,20475,20475,20475,NULL,OH
NULL,NA,5242,5242,10001,10001,NULL,OH
NULL,4355,2940,7295,5070,9425,NULL,TX
NULL,NA,1450,1450,9520,9520,NULL,CA
NULL,NA,1414,1414,8644,8644,NULL,CA
NULL,NA,3504,3504,11544,11544,NULL,IL
NULL,NA,3504,3504,11544,11544,NULL,IL
NULL,NA,3504,3504,11544,11544,NULL,IL
NULL,NA,3504,3504,11544,11544,NULL,IL
NULL,NA,3504,3504,11544,11544,NULL,IL
NULL,NA,3504,3504,11544,11544,NULL,IL
NULL,NA,3504,3504,11544,11544,NULL,IL
NULL,15178,7261,22439,18531,33709,NULL,NY
NULL,NA,5169,5169,9969,9969,NULL,NY
NULL,NA,5205,5205,10005,10005,NULL,NY
NULL,NA,7240,7240,18510,18510,NULL,NY
NULL,18124,7140,25264,18410,36534,NULL,NY
NULL,18265,7289,25554,18559,36824,NULL,NY
NULL,NA,5193,5193,9993,9993,NULL,NY
NULL,NA,5206,5206,10006,10006,NULL,NY
NULL,9714,7180,16894,18450,28164,NULL,NY
NULL,17750,7270,25020,18540,36290,NULL,NY
NULL,NA,5253,5253,10053,10053,NULL,NY
NULL,NA,5217,5217,10017,10017,NULL,NY
NULL,11820,7209,19029,18479,30299,NULL,NY
NULL,NA,7153,7153,18423,18423,NULL,NY
NULL,NA,7120,7120,18390,18390,NULL,NY
NULL,12380,7338,19718,18608,30988,NULL,NY
NULL,NA,5209,5209,10009,10009,NULL,NY
NULL,NA,7157,7157,18427,18427,NULL,NY
NULL,NA,4944,4944,12414,12414,NULL,OR
NULL,9294,16622,25916,16622,25916,NULL,SC
NULL,16705,54405,71110,54405,71110,NULL,CA
NULL,4176,5250,9426,7560,11736,NULL,TX
NULL,12670,11175,23845,15033,27703,NULL,PA
NULL,9524,23436,32960,23436,32960,NULL,GA
NULL,NA,4287,4287,9718,9718,NULL,WA
NULL,NA,4480,4480,8420,8420,NULL,OH
NULL,9170,45730,54900,45730,54900,NULL,MA
NULL,9600,33350,42950,33350,42950,NULL,IA
NULL,6320,23890,30210,23890,30210,NULL,PA
NULL,5398,16920,22318,16920,22318,NULL,NE
NULL,14908,49444,64352,49444,64352,NULL,NY
NULL,NA,5130,5130,9720,9720,NULL,OR
NULL,9994,6410,16404,19486,29480,NULL,GA
NULL,4160,9440,13600,9440,13600,NULL,KY
NULL,9600,20250,29850,20250,29850,NULL,MI
NULL,10832,14970,25802,36724,47556,NULL,SC
NULL,NA,2372,2372,8132,8132,NULL,NC
NULL,14386,42055,56441,42055,56441,NULL,OH
NULL,15048,41987,57035,41987,57035,NULL,OH
NULL,NA,4539,4539,17445,17445,NULL,TN
NULL,13560,10625,24185,14992,28552,NULL,OH
NULL,9551,10020,19571,10020,19571,NULL,SC
NULL,NA,4860,4860,6870,6870,NULL,IA
NULL,10500,6090,16590,11096,21596,NULL,NY
NULL,5900,3030,8930,3470,9370,NULL,KS
NULL,NA,4271,4271,4271,4271,NULL,WA
NULL,NA,1296,1296,2904,2904,NULL,NM
NULL,4420,2996,7416,3446,7866,NULL,MS
NULL,5800,4740,10540,8610,14410,NULL,AL
NULL,5100,2646,7746,4956,10056,NULL,TX
NULL,NA,2492,2492,8636,8636,NULL,NC
NULL,9190,11536,20726,26648,35838,NULL,SC
NULL,NA,3248,3248,5918,5918,NULL,GA
NULL,NA,1400,1400,9530,9530,NULL,CA
NULL,7272,2550,9822,7800,15072,NULL,AZ
NULL,NA,11302,11302,11302,11302,NULL,NY
NULL,NA,3480,3480,11655,11655,NULL,AZ
NULL,9480,45000,54480,45000,54480,NULL,IA
NULL,6180,2160,8340,3630,9810,NULL,KS
NULL,11000,20056,31056,20056,31056,NULL,CA
NULL,9090,29328,38418,29328,38418,NULL,SC
NULL,14190,55210,69400,55210,69400,NULL,ME
NULL,3704,3616,7320,5504,9208,NULL,KS
NULL,14264,42398,56662,42398,56662,NULL,NH
NULL,NA,20725,20725,20725,20725,NULL,CA
NULL,13995,55870,69865,55870,69865,NULL,NY
NULL,8800,44110,52910,44110,52910,NULL,MI
NULL,NA,1416,1416,9606,9606,NULL,CA
NULL,NA,8590,8590,8590,8590,NULL,TX
NULL,NA,12222,12222,12222,12222,NULL,FL
NULL,NA,12222,12222,12222,12222,NULL,FL
NULL,NA,12222,12222,12222,12222,NULL,FL
NULL,NA,3213,3213,12656,12656,NULL,FL
NULL,12166,12738,24904,31920,44086,NULL,SC
NULL,9520,3971,13491,10578,20098,NULL,GA
NULL,NA,11250,11250,11250,11250,NULL,IN
NULL,NA,4080,4080,11790,11790,NULL,IL
NULL,NA,5205,5205,8301,8301,NULL,ID
NULL,9697,30155,39852,30155,39852,NULL,ID
NULL,NA,4230,4230,13110,13110,NULL,IL
NULL,NA,1418,1418,11018,11018,NULL,CA
NULL,NA,7600,7600,7600,7600,NULL,WI
NULL,10500,38180,48680,38180,48680,NULL,NY
NULL,14592,37760,52352,37760,52352,NULL,NY
