NULL,Colorado State University,Public,4 Year,CO
NULL,Colorado State University - Global Campus,Public,4 Year,CO
NULL,Colorado State University: Pueblo,Public,4 Year,CO
NULL,Columbia Basin College,Public,2 Year,WA
NULL,Columbia Central University: Yauco,For Profit,2 Year,PR
NULL,Columbia College,Private,4 Year,SC
NULL,Columbia College,Private,4 Year,MO
NULL,Columbia College,Public,2 Year,CA
NULL,Columbia College Chicago,Private,4 Year,IL
NULL,Columbia College Hollywood,Private,4 Year,CA
NULL,Columbia College of Nursing,Private,4 Year,WI
NULL,Columbia International University,Private,4 Year,SC
NULL,Columbia Southern University,For Profit,4 Year,AL
NULL,Columbia State Community College,Public,2 Year,TN
NULL,Columbia University,Private,4 Year,NY
NULL,Columbia University: School of General Studies,Private,4 Year,NY
NULL,Columbia-Greene Community College,Public,2 Year,NY
NULL,Columbus College of Art and Design,Private,4 Year,OH
NULL,Columbus State Community College,Public,2 Year,OH
NULL,Columbus State University,Public,4 Year,GA
NULL,Columbus Technical College,Public,2 Year,GA
NULL,Commonwealth Institute of Funeral Service,Private,2 Year,TX
NULL,Commonwealth Technical Institute,Private,2 Year,PA
NULL,Community College of Allegheny County,Public,2 Year,PA
NULL,Community College of Aurora,Public,2 Year,CO
NULL,Community College of Baltimore County,Public,2 Year,MD
NULL,Community College of Beaver County,Public,2 Year,PA
NULL,Community College of Denver,Public,2 Year,CO
NULL,Community College of Philadelphia,Public,2 Year,PA
NULL,Community College of Rhode Island,Public,2 Year,RI
NULL,Community College of Vermont,Public,2 Year,VT
NULL,Conception Seminary College,Private,4 Year,MO
NULL,Concord University,Public,4 Year,WV
NULL,Concordia College,Private,4 Year,NY
NULL,Concordia College,Private,4 Year,AL
NULL,Concordia College: Moorhead,Private,4 Year,MN
NULL,Concordia University,Private,4 Year,MI
NULL,Concordia University,Private,4 Year,OR
NULL,Concordia University,Private,4 Year,NE
NULL,Concordia University Chicago,Private,4 Year,IL
NULL,Concordia University Irvine,Private,4 Year,CA
NULL,Concordia University St. Paul,Private,4 Year,MN
NULL,Concordia University Texas,Private,4 Year,TX
NULL,Concordia University Wisconsin,Private,4 Year,WI
NULL,Connecticut College,Private,4 Year,CT
NULL,Connors State College,Public,2 Year,OK
NULL,Conservatory of Music of Puerto Rico,Public,4 Year,PR
NULL,Contra Costa College,Public,2 Year,CA
NULL,Converse College,Private,4 Year,SC
NULL,Cooper Union for the Advancement of Science and Art,Private,4 Year,NY
NULL,Copiah-Lincoln Community College,Public,2 Year,MS
NULL,Copper Mountain College,Public,2 Year,CA
NULL,Coppin State University,Public,4 Year,MD
NULL,Corban University,Private,4 Year,OR
NULL,Cornell College,Private,4 Year,IA
NULL,Cornell University,Private,4 Year,NY
NULL,Cornerstone University,Private,4 Year,MI
NULL,Corning Community College,Public,2 Year,NY
NULL,Cornish College of the Arts,Private,4 Year,WA
NULL,Cossatot Community College of the University of Arkansas,Public,2 Year,AR
NULL,Cosumnes River College,Public,2 Year,CA
NULL,Cottey College,Private,4 Year,MO
NULL,County College of Morris,Public,2 Year,NJ
NULL,Covenant College,Private,4 Year,GA
NULL,Cowley County Community College,Public,2 Year,KS
NULL,Cox College,Private,4 Year,MO
NULL,Crafton Hills College,Public,2 Year,CA
NULL,Craven Community College,Public,2 Year,NC
NULL,Creative Center,For Profit,4 Year,NE
NULL,Creighton University,Private,4 Year,NE
NULL,Criswell College,Private,4 Year,TX
NULL,Crossroads Bible College,Private,4 Year,IN
NULL,Crowder College,Public,2 Year,MO
NULL,Crowley's Ridge College,Private,2 Year,AR
NULL,Crown College,Private,4 Year,MN
NULL,Cuesta College,Public,2 Year,CA
NULL,Culinary Institute LeNotre,For Profit,2 Year,TX
NULL,Culinary Institute of America,Private,4 Year,NY
NULL,Culver-Stockton College,Private,4 Year,MO
NULL,Cumberland County College,Public,2 Year,NJ
NULL,Cumberland University,Private,4 Year,TN
NULL,Curry College,Private,4 Year,MA
NULL,Cuyahoga Community College,Public,2 Year,OH
NULL,Cuyamaca College,Public,2 Year,CA
NULL,Cypress College,Public,2 Year,CA
NULL,D'Youville College,Private,4 Year,NY
NULL,Dabney S. Lancaster Community College,Public,2 Year,VA
NULL,Daemen College,Private,4 Year,NY
NULL,Dakota College at Bottineau,Public,2 Year,ND
NULL,Dakota County Technical College,Public,2 Year,MN
NULL,Dakota State University,Public,4 Year,SD
NULL,Dakota Wesleyan University,Private,4 Year,SD
NULL,Dallas Baptist University,Private,4 Year,TX
NULL,Dallas Christian College,Private,4 Year,TX
NULL,Dallas Institute of Funeral Service,Private,2 Year,TX
NULL,Dalton State College,Public,4 Year,GA
NULL,Danville Area Community College,Public,2 Year,IL
NULL,Danville Community College,Public,2 Year,VA
NULL,Dartmouth College,Private,4 Year,NH
NULL,Davenport University,Private,4 Year,MI
NULL,Davidson College,Private,4 Year,NC
NULL,Davidson County Community College,Public,2 Year,NC
NULL,Davis and Elkins College,Private,4 Year,WV
NULL,Davis College,Private,4 Year,NY
NULL,Dawson Community College,Public,2 Year,MT
NULL,Daytona State College,Public,2 Year,FL
NULL,De Anza College,Public,2 Year,CA
NULL,Dean College,Private,2 Year,MA
NULL,Defiance College,Private,4 Year,OH
NULL,Del Mar College,Public,2 Year,TX
NULL,Delaware College of Art and Design,Private,2 Year,DE
NULL,Delaware County Community College,Public,2 Year,PA
NULL,Delaware State University,Public,4 Year,DE
NULL,Delaware Technical Community College: Jack F. Owens Campus,Public,2 Year,DE
NULL,Delaware Technical Community College: Stanton/Wilmington Campus,Public,2 Year,DE
NULL,Delaware Technical Community College: Terry Campus,Public,2 Year,DE
NULL,Delaware Valley University,Private,4 Year,PA
NULL,Delgado Community College,Public,2 Year,LA
NULL,Delta College,Public,2 Year,MI
NULL,Delta State University,Public,4 Year,MS
NULL,Denison University,Private,4 Year,OH
NULL,Denmark Technical College,Public,2 Year,SC
NULL,DePaul University,Private,4 Year,IL
NULL,DePauw University,Private,4 Year,IN
NULL,Des Moines Area Community College,Public,2 Year,IA
NULL,DeSales University,Private,4 Year,PA
NULL,Design Institute of San Diego,For Profit,4 Year,CA
NULL,Diablo Valley College,Public,2 Year,CA
NULL,Dickinson College,Private,4 Year,PA
NULL,Dickinson State University,Public,4 Year,ND
NULL,DigiPen Institute of Technology,For Profit,4 Year,WA
NULL,Dillard University,Private,4 Year,LA
NULL,Dine College,Public,2 Year,AZ
NULL,Divine Word College,Private,4 Year,IA
NULL,Dixie State University,Public,4 Year,UT
NULL,Doane University,Private,4 Year,NE
NULL,Dodge City Community College,Public,2 Year,KS
NULL,Dominican College of Blauvelt,Private,4 Year,NY
NULL,Dominican University,Private,4 Year,IL
NULL,Dominican University of California,Private,4 Year,CA
NULL,Dona Ana Community College of New Mexico State University,Public,2 Year,NM
NULL,Donnelly College,Private,2 Year,KS
NULL,Dordt College,Private,4 Year,IA
NULL,Drake University,Private,4 Year,IA
NULL,Drew University,Private,4 Year,NJ
NULL,Drexel University,Private,4 Year,PA
NULL,Drury University,Private,4 Year,MO
NULL,Duke University,Private,4 Year,NC
NULL,Duquesne University,Private,4 Year,PA
NULL,Durham Technical Community College,Public,2 Year,NC
NULL,Dutchess Community College,Public,2 Year,NY
NULL,Dyersburg State Community College,Public,2 Year,TN
NULL,Earlham College,Private,4 Year,IN
NULL,East Arkansas Community College,Public,2 Year,AR
NULL,East Carolina University,Public,4 Year,NC
NULL,East Central College,Public,2 Year,MO
NULL,East Central Community College,Public,2 Year,MS
NULL,East Central University,Public,4 Year,OK
NULL,East Georgia State College,Public,2 Year,GA
NULL,East Los Angeles College,Public,2 Year,CA
NULL,East Mississippi Community College,Public,2 Year,MS
NULL,East Stroudsburg University of Pennsylvania,Public,4 Year,PA
NULL,East Tennessee State University,Public,4 Year,TN
NULL,East Texas Baptist University,Private,4 Year,TX
NULL,East-West University,Private,4 Year,IL
NULL,Eastern Arizona College,Public,2 Year,AZ
NULL,Eastern Connecticut State University,Public,4 Year,CT
NULL,Eastern Florida State College,Public,2 Year,FL
NULL,Eastern Gateway Community College,Public,2 Year,OH
NULL,Eastern Illinois University,Public,4 Year,IL
NULL,Eastern International College,For Profit,2 Year,NJ
NULL,Eastern Kentucky University,Public,4 Year,KY
NULL,Eastern Maine Community College,Public,2 Year,ME
NULL,Eastern Mennonite University,Private,4 Year,VA
NULL,Eastern Michigan University,Public,4 Year,MI
NULL,Eastern Nazarene College,Private,4 Year,MA
NULL,Eastern New Mexico University,Public,4 Year,NM
NULL,Eastern New Mexico University: Roswell,Public,2 Year,NM
NULL,Eastern Oklahoma State College,Public,2 Year,OK
NULL,Eastern Oregon University,Public,4 Year,OR
NULL,Eastern Shore Community College,Public,2 Year,VA
NULL,Eastern University,Private,4 Year,PA
NULL,Eastern Washington University,Public,4 Year,WA
NULL,Eastern West Virginia Community and Technical College,Public,2 Year,WV
NULL,Eastern Wyoming College,Public,2 Year,WY
NULL,Eastfield College,Public,2 Year,TX
NULL,Eastman School of Music of the University of Rochester,Private,4 Year,NY
NULL,Ecclesia College,Private,4 Year,AR
NULL,Eckerd College,Private,4 Year,FL
NULL,ECPI University,For Profit,4 Year,VA
NULL,Edgecombe Community College,Public,2 Year,NC
NULL,Edgewood College,Private,4 Year,WI
NULL,EDIC College,For Profit,2 Year,PR
NULL,Edinboro University of Pennsylvania,Public,4 Year,PA
NULL,Edison State Community College,Public,2 Year,OH
NULL,Edmonds Community College,Public,2 Year,WA
NULL,EDP University of Puerto Rico: San Sebastian,For Profit,4 Year,PR
NULL,Edward Waters College,Private,4 Year,FL
NULL,El Camino College,Public,2 Year,CA
NULL,El Centro College,Public,2 Year,TX
NULL,El Paso Community College,Public,2 Year,TX
NULL,Elgin Community College,Public,2 Year,IL
NULL,Elizabeth City State University,Public,4 Year,NC
NULL,Elizabethtown College,Private,4 Year,PA
NULL,Elizabethtown Community and Technical College,Public,2 Year,KY
NULL,Ellsworth Community College,Public,2 Year,IA
NULL,Elmhurst College,Private,4 Year,IL
NULL,Elmira Business Institute,For Profit,2 Year,NY
NULL,Elmira Business Institute: Vestal,For Profit,2 Year,NY
NULL,Elmira College,Private,4 Year,NY
NULL,Elms College,Private,4 Year,MA
NULL,Elon University,Private,4 Year,NC
NULL,Embry-Riddle Aeronautical University: Daytona Beach Campus,Private,4 Year,FL
NULL,Embry-Riddle Aeronautical University: Prescott Campus,Private,4 Year,AZ
NULL,Embry-Riddle Aeronautical University: Worldwide Campus,Private,4 Year,FL
NULL,Emerson College,Private,4 Year,MA
NULL,Emmanuel College,Private,4 Year,GA
NULL,Emmanuel College,Private,4 Year,MA
NULL,Emmaus Bible College,Private,4 Year,IA
NULL,Emory & Henry College,Private,4 Year,VA
NULL,Emory University,Private,4 Year,GA
NULL,Empire College,For Profit,2 Year,CA
NULL,Emporia State University,Public,4 Year,KS
NULL,Endicott College,Private,4 Year,MA
NULL,Enterprise State Community College,Public,2 Year,AL
NULL,Erie Community College,Public,2 Year,NY
NULL,Erskine College,Private,4 Year,SC
NULL,Escuela de Artes Plasticas de Puerto Rico,Public,4 Year,PR
NULL,Essex County College,Public,2 Year,NJ
NULL,Estrella Mountain Community College,Public,2 Year,AZ
NULL,ETI Technical College of Niles,For Profit,2 Year,OH
NULL,Eugene Lang College The New School for Liberal Arts,Private,4 Year,NY
NULL,Eureka College,Private,4 Year,IL
NULL,Evangel University,Private,4 Year,MO
NULL,Everett Community College,Public,2 Year,WA
NULL,Everglades University,Private,4 Year,FL
NULL,Evergreen State College,Public,4 Year,WA
NULL,Evergreen Valley College,Public,2 Year,CA
NULL,Fairfield University,Private,4 Year,CT
NULL,Fairleigh Dickinson University: College at Florham,Private,4 Year,NJ
NULL,Fairleigh Dickinson University: Metropolitan Campus,Private,4 Year,NJ
NULL,Fairmont State University,Public,4 Year,WV
NULL,Faith Baptist Bible College and Theological Seminary,Private,4 Year,IA
NULL,Family of Faith College,Private,4 Year,OK
NULL,Fashion Institute of Technology,Public,4 Year,NY
NULL,Faulkner University,Private,4 Year,AL
NULL,Fayetteville State University,Public,4 Year,NC
NULL,Fayetteville Technical Community College,Public,2 Year,NC
NULL,Feather River College,Public,2 Year,CA
NULL,Felician University,Private,4 Year,NJ
NULL,Ferris State University,Public,4 Year,MI
NULL,Ferrum College,Private,4 Year,VA
NULL,Fiath International University,Private,4 Year,WA
NULL,Finger Lakes Community College,Public,2 Year,NY
NULL,Finlandia University,Private,4 Year,MI
NULL,Fisher College,Private,4 Year,MA
NULL,Fisk University,Private,4 Year,TN
NULL,Fitchburg State University,Public,4 Year,MA
NULL,Five Towns College,For Profit,4 Year,NY
NULL,Flagler College,Private,4 Year,FL
NULL,Flathead Valley Community College,Public,2 Year,MT
NULL,Florence-Darlington Technical College,Public,2 Year,SC
NULL,Florida Agricultural and Mechanical University,Public,4 Year,FL
NULL,Florida Atlantic University,Public,4 Year,FL
NULL,Florida College,Private,4 Year,FL
NULL,Florida Gateway College,Public,2 Year,FL
NULL,Florida Gulf Coast University,Public,4 Year,FL
NULL,Florida Institute of Technology,Private,4 Year,FL
NULL,Florida International University,Public,4 Year,FL
NULL,Florida Keys Community College,Public,2 Year,FL
NULL,Florida Memorial University,Private,4 Year,FL
NULL,Florida National University,For Profit,2 Year,FL
NULL,Florida Southern College,Private,4 Year,FL
NULL,Florida SouthWestern State College,Public,2 Year,FL
NULL,Florida State College at Jacksonville,Public,2 Year,FL
NULL,Florida State University,Public,4 Year,FL
NULL,Folsom Lake College,Public,2 Year,CA
NULL,Fond du Lac Tribal and Community College,Public,2 Year,MN
NULL,Fontbonne University,Private,4 Year,MO
NULL,Foothill College,Public,2 Year,CA
NULL,Fordham University,Private,4 Year,NY
NULL,Forrest Junior College,For Profit,2 Year,SC
NULL,Forsyth Technical Community College,Public,2 Year,NC
NULL,Fort Hays State University,Public,4 Year,KS
NULL,Fort Lewis College,Public,4 Year,CO
NULL,Fort Peck Community College,Public,2 Year,MT
NULL,Fort Scott Community College,Public,2 Year,KS
NULL,Fort Valley State University,Public,4 Year,GA
NULL,Fox Valley Technical College,Public,2 Year,WI
NULL,Framingham State University,Public,4 Year,MA
NULL,Francis Marion University,Public,4 Year,SC
NULL,Franciscan University of Steubenville,Private,4 Year,OH
NULL,Frank Phillips College,Public,2 Year,TX
NULL,Franklin & Marshall College,Private,4 Year,PA
NULL,Franklin College,Private,4 Year,IN
NULL,Franklin Pierce University,Private,4 Year,NH
NULL,Franklin University,Private,4 Year,OH
NULL,Franklin W. Olin College of Engineering,Private,4 Year,MA
NULL,Frederick Community College,Public,2 Year,MD
NULL,Freed-Hardeman University,Private,4 Year,TN
NULL,Fremont College,For Profit,2 Year,CA
NULL,Fresno City College,Public,2 Year,CA
NULL,Fresno Pacific University,Private,4 Year,CA
NULL,Friends University,Private,4 Year,KS
NULL,Front Range Community College,Public,2 Year,CO
NULL,Frostburg State University,Public,4 Year,MD
NULL,Fullerton College,Public,2 Year,CA
NULL,Fulton-Montgomery Community College,Public,2 Year,NY
NULL,Furman University,Private,4 Year,SC
NULL,Gadsden State Community College,Public,2 Year,AL
NULL,Gallaudet University,Private,4 Year,DC
NULL,Galveston College,Public,2 Year,TX
NULL,Gannon University,Private,4 Year,PA
NULL,Garden City Community College,Public,2 Year,KS
NULL,Gardner-Webb University,Private,4 Year,NC
NULL,Garrett College,Public,2 Year,MD
NULL,Gaston College,Public,2 Year,NC
NULL,Gateway Community and Technical College,Public,2 Year,KY
NULL,Gateway Community College,Public,2 Year,CT
NULL,GateWay Community College,Public,2 Year,AZ
NULL,Gateway Technical College,Public,2 Year,WI
NULL,Gavilan College,Public,2 Year,CA
NULL,Genesee Community College,Public,2 Year,NY
NULL,Geneva College,Private,4 Year,PA
NULL,George C. Wallace Community College at Dothan,Public,2 Year,AL
NULL,George C. Wallace State Community College at Selma,Public,2 Year,AL
NULL,George Fox University,Private,4 Year,OR
NULL,George Mason University,Public,4 Year,VA
NULL,George Washington University,Private,4 Year,DC
NULL,Georgetown College,Private,4 Year,KY
NULL,Georgetown University,Private,4 Year,DC
NULL,Georgia College and State University,Public,4 Year,GA
NULL,Georgia Gwinnett College,Public,4 Year,GA
NULL,Georgia Highlands College,Public,2 Year,GA
NULL,Georgia Institute of Technology,Public,4 Year,GA
NULL,Georgia Military College,Public,2 Year,GA
NULL,Georgia Northwestern Technical College,Public,2 Year,GA
NULL,Georgia Perimeter College,Public,2 Year,GA
NULL,Georgia Piedmont Technical College,Public,2 Year,GA
NULL,Georgia Southern University,Public,4 Year,GA
NULL,Georgia Southwestern State University,Public,4 Year,GA
NULL,Georgia State University,Public,4 Year,GA
NULL,Georgian Court University,Private,4 Year,NJ
NULL,Germanna Community College,Public,2 Year,VA
NULL,Gettysburg College,Private,4 Year,PA
NULL,Glen Oaks Community College,Public,2 Year,MI
NULL,Glendale Community College,Public,2 Year,CA
NULL,Glendale Community College,Public,2 Year,AZ
NULL,Glenville State College,Public,4 Year,WV
NULL,Global University,Private,4 Year,MO
NULL,God's Bible School and College,Private,4 Year,OH
NULL,Goddard College,Private,4 Year,VT
NULL,Gogebic Community College,Public,2 Year,MI
NULL,Golden Gate University,Private,4 Year,CA
NULL,Golden West College,Public,2 Year,CA
NULL,Goldey-Beacom College,Private,4 Year,DE
NULL,Goldfarb School of Nursing at Barnes-Jewish College,Private,4 Year,MO
NULL,Gonzaga University,Private,4 Year,WA
NULL,Good Samaritan College of Nursing and Health Science,Private,2 Year,OH
NULL,Goodwin College,Private,2 Year,CT
NULL,Gordon College,Private,4 Year,MA
NULL,Gordon State College,Public,2 Year,GA
NULL,Goshen College,Private,4 Year,IN
NULL,Goucher College,Private,4 Year,MD
NULL,Governors State University,Public,4 Year,IL
NULL,Grace Bible College,Private,4 Year,MI
NULL,Grace College,Private,4 Year,IN
NULL,Grace University,Private,4 Year,NE
NULL,Graceland University,Private,4 Year,IA
NULL,Grambling State University,Public,4 Year,LA
NULL,Grand Canyon University,For Profit,4 Year,AZ
NULL,Grand Rapids Community College,Public,2 Year,MI
NULL,Grand Valley State University,Public,4 Year,MI
NULL,Grand View University,Private,4 Year,IA
NULL,Granite State College,Public,4 Year,NH
NULL,Grantham University,For Profit,4 Year,KS
NULL,Gratz College,Private,4 Year,PA
NULL,Grays Harbor College,Public,2 Year,WA
NULL,Grayson College,Public,2 Year,TX
NULL,Great Basin College,Public,4 Year,NV
NULL,Great Bay Community College,Public,2 Year,NH
NULL,Great Falls College Montana State University,Public,2 Year,MT
NULL,Great Lakes Christian College,Private,4 Year,MI
NULL,Green Mountain College,Private,4 Year,VT
NULL,Green River College,Public,4 Year,WA
NULL,Greenfield Community College,Public,2 Year,MA
NULL,Greensboro College,Private,4 Year,NC
NULL,Greenville Technical College,Public,2 Year,SC
NULL,Greenville University,Private,4 Year,IL
NULL,Grinnell College,Private,4 Year,IA
NULL,Grossmont College,Public,2 Year,CA
NULL,Grove City College,Private,4 Year,PA
NULL,Guam Community College,Public,2 Year,GU
NULL,Guilford College,Private,4 Year,NC
NULL,Guilford Technical Community College,Public,2 Year,NC
NULL,Gulf Coast State College,Public,2 Year,FL
NULL,Gupton Jones College of Funeral Service,Private,2 Year,GA
NULL,Gustavus Adolphus College,Private,4 Year,MN
NULL,Gutenberg College,Private,4 Year,OR
NULL,Gwinnett College,For Profit,2 Year,GA
NULL,Gwinnett Technical College,Public,2 Year,GA
NULL,Gwynedd Mercy University,Private,4 Year,PA
NULL,Hagerstown Community College,Public,2 Year,MD
NULL,Halifax Community College,Public,2 Year,NC
NULL,Hamilton College,Private,4 Year,NY
NULL,Hamline University,Private,4 Year,MN
NULL,Hampden-Sydney College,Private,4 Year,VA
NULL,Hampshire College,Private,4 Year,MA
NULL,Hampton University,Private,4 Year,VA
NULL,Hannibal-LaGrange University,Private,4 Year,MO
NULL,Hanover College,Private,4 Year,IN
NULL,Harcum College,Private,2 Year,PA
NULL,Hardin-Simmons University,Private,4 Year,TX
NULL,Harding University,Private,4 Year,AR
NULL,Harford Community College,Public,2 Year,MD
NULL,Harper College,Public,2 Year,IL
NULL,Harris-Stowe State University,Public,4 Year,MO
NULL,Harrisburg Area Community College,Public,2 Year,PA
NULL,Harrisburg University of Science and Technology,Private,4 Year,PA
NULL,Hartnell College,Public,2 Year,CA
NULL,Hartwick College,Private,4 Year,NY
NULL,Harvard College,Private,4 Year,MA
NULL,Harvey Mudd College,Private,4 Year,CA
NULL,Haskell Indian Nations University,Public,4 Year,KS
NULL,Hastings College,Private,4 Year,NE
NULL,Haverford College,Private,4 Year,PA
NULL,Hawaii Pacific University,Private,4 Year,HI
NULL,Hawaii Tokai International College,Private,2 Year,HI
NULL,Hawkeye Community College,Public,2 Year,IA
NULL,Haywood Community College,Public,2 Year,NC
NULL,Hazard Community and Technical College,Public,2 Year,KY
NULL,Heartland Community College,Public,2 Year,IL
NULL,Hebrew Theological College,Private,4 Year,IL
NULL,Heidelberg University,Private,4 Year,OH
NULL,Helena College University of Montana,Public,2 Year,MT
NULL,Helene Fuld College of Nursing,Private,2 Year,NY
NULL,Hellenic College/Holy Cross,Private,4 Year,MA
NULL,Henderson Community College,Public,2 Year,KY
NULL,Henderson State University,Public,4 Year,AR
NULL,Hendrix College,Private,4 Year,AR
NULL,Hennepin Technical College,Public,2 Year,MN
NULL,Henry Ford College,Public,2 Year,MI
NULL,Heritage Christian University,Private,4 Year,AL
NULL,Heritage University,Private,4 Year,WA
NULL,Herkimer County Community College,Public,2 Year,NY
NULL,Hesston College,Private,2 Year,KS
NULL,Hibbing Community College,Public,2 Year,MN
NULL,High Point University,Private,4 Year,NC
NULL,Highland Community College,Public,2 Year,IL
NULL,Highland Community College,Public,2 Year,KS
NULL,Highline College,Public,2 Year,WA
NULL,Hilbert College,Private,4 Year,NY
NULL,Hill College,Public,2 Year,TX
NULL,Hillsborough Community College,Public,2 Year,FL
NULL,Hillsdale College,Private,4 Year,MI
NULL,Hinds Community College,Public,2 Year,MS
NULL,Hiram College,Private,4 Year,OH
NULL,Hiwassee College,Private,2 Year,TN
NULL,Hobart and William Smith Colleges,Private,4 Year,NY
NULL,Hobe Sound Bible College,Private,4 Year,FL
NULL,Hocking College,Public,2 Year,OH
NULL,Hodges University,Private,4 Year,FL
NULL,Hofstra University,Private,4 Year,NY
NULL,Hollins University,Private,4 Year,VA
NULL,Holmes Community College,Public,2 Year,MS
NULL,Holy Apostles College and Seminary,Private,4 Year,CT
NULL,Holy Cross College,Private,4 Year,IN
NULL,Holy Family University,Private,4 Year,PA
NULL,Holy Names University,Private,4 Year,CA
NULL,Holy Trinity Orthodox Seminary,Private,4 Year,NY
NULL,Holyoke Community College,Public,2 Year,MA
NULL,Hood College,Private,4 Year,MD
NULL,Hope College,Private,4 Year,MI
NULL,Hope International University,Private,4 Year,CA
NULL,Hopkinsville Community College,Public,2 Year,KY
NULL,Horizon University,Private,4 Year,CA
NULL,Horry-Georgetown Technical College,Public,2 Year,SC
NULL,Houghton College,Private,4 Year,NY
NULL,Housatonic Community College,Public,2 Year,CT
NULL,Houston Baptist University,Private,4 Year,TX
NULL,Houston Community College System,Public,2 Year,TX
NULL,Howard College,Public,2 Year,TX
NULL,Howard Community College,Public,2 Year,MD
NULL,Howard Payne University,Private,4 Year,TX
NULL,Howard University,Private,4 Year,DC
NULL,Hudson County Community College,Public,2 Year,NJ
NULL,Hudson Valley Community College,Public,2 Year,NY
NULL,Huertas College,For Profit,2 Year,PR
NULL,Hult International Business School,Private,4 Year,CA
NULL,Humacao Community College,Private,2 Year,PR
NULL,Humboldt State University,Public,4 Year,CA
NULL,Humphreys College,Private,4 Year,CA
NULL,Huntingdon College,Private,4 Year,AL
NULL,Huntington College of Health Sciences,For Profit,2 Year,TN
NULL,Huntington University,Private,4 Year,IN
NULL,Huntsville Bible College,Private,4 Year,AL
NULL,"Hussian College, School of Art",For Profit,2 Year,PA
NULL,Husson University,Private,4 Year,ME
NULL,Huston-Tillotson University,Private,4 Year,TX
NULL,Hutchinson Community College,Public,2 Year,KS
NULL,IBMC College: Fort Collins,For Profit,2 Year,CO
NULL,ICPR Junior College,For Profit,2 Year,PR
NULL,Idaho State University,Public,4 Year,ID
NULL,Ilisagvik College,Public,2 Year,AK
NULL,Illinois Central College,Public,2 Year,IL
NULL,Illinois College,Private,4 Year,IL
NULL,Illinois Eastern Community Colleges: Frontier Community College,Public,2 Year,IL
NULL,Illinois Eastern Community Colleges: Lincoln Trail College,Public,2 Year,IL
NULL,Illinois Eastern Community Colleges: Olney Central College,Public,2 Year,IL
NULL,Illinois Eastern Community Colleges: Wabash Valley College,Public,2 Year,IL
NULL,Illinois Institute of Technology,Private,4 Year,IL
NULL,Illinois State University,Public,4 Year,IL
NULL,Illinois Valley Community College,Public,2 Year,IL
NULL,Illinois Wesleyan University,Private,4 Year,IL
NULL,Immaculata University,Private,4 Year,PA
NULL,Imperial Valley College,Public,2 Year,CA
NULL,Independence Community College,Public,2 Year,KS
NULL,Indian River State College,Public,2 Year,FL
NULL,Indiana Institute of Technology,Private,4 Year,IN
NULL,Indiana State University,Public,4 Year,IN
NULL,Indiana University Bloomington,Public,4 Year,IN
NULL,Indiana University East,Public,4 Year,IN
NULL,Indiana University Kokomo,Public,4 Year,IN
NULL,Indiana University Northwest,Public,4 Year,IN
NULL,Indiana University of Pennsylvania,Public,4 Year,PA
NULL,Indiana University South Bend,Public,4 Year,IN
NULL,Indiana University Southeast,Public,4 Year,IN
NULL,Indiana University-Purdue University Fort Wayne,Public,4 Year,IN
NULL,Indiana University-Purdue University Indianapolis,Public,4 Year,IN
NULL,Indiana Wesleyan University,Private,4 Year,IN
NULL,Institute of American Indian Arts,Public,4 Year,NM
NULL,Inter American University of Puerto Rico: Aguadilla Campus,Private,4 Year,PR
NULL,Inter American University of Puerto Rico: Arecibo Campus,Private,4 Year,PR
NULL,Inter American University of Puerto Rico: Barranquitas Campus,Private,4 Year,PR
NULL,Inter American University of Puerto Rico: Bayamon Campus,Private,4 Year,PR
NULL,Inter American University of Puerto Rico: Fajardo Campus,Private,4 Year,PR
NULL,Inter American University of Puerto Rico: Guayama Campus,Private,4 Year,PR
NULL,Inter American University of Puerto Rico: Metropolitan Campus,Private,4 Year,PR
NULL,Inter American University of Puerto Rico: Ponce Campus,Private,4 Year,PR
NULL,Inter American University of Puerto Rico: San German Campus,Private,4 Year,PR
NULL,International Baptist College,Private,4 Year,AZ
NULL,International College of Broadcasting,For Profit,2 Year,OH
NULL,Inver Hills Community College,Public,2 Year,MN
NULL,Iona College,Private,4 Year,NY
NULL,Iowa Central Community College,Public,2 Year,IA
NULL,Iowa Lakes Community College,Public,2 Year,IA
NULL,Iowa State University,Public,4 Year,IA
NULL,Iowa Wesleyan College,Private,4 Year,IA
NULL,Iowa Western Community College,Public,2 Year,IA
NULL,Irvine Valley College,Public,2 Year,CA
NULL,Island Drafting and Technical Institute,For Profit,2 Year,NY
NULL,Isothermal Community College,Public,2 Year,NC
NULL,Itasca Community College,Public,2 Year,MN
NULL,Itawamba Community College,Public,2 Year,MS
NULL,Ithaca College,Private,4 Year,NY
NULL,Ivy Tech Community College: Bloomington,Public,2 Year,IN
NULL,Ivy Tech Community College: Central Indiana,Public,2 Year,IN
NULL,Ivy Tech Community College: Columbus,Public,2 Year,IN
NULL,Ivy Tech Community College: Kokomo,Public,2 Year,IN
NULL,Ivy Tech Community College: Lafayette,Public,2 Year,IN
NULL,Ivy Tech Community College: Muncie,Public,2 Year,IN
NULL,Ivy Tech Community College: North Central,Public,2 Year,IN
NULL,Ivy Tech Community College: Northeast,Public,2 Year,IN
NULL,Ivy Tech Community College: Northwest,Public,2 Year,IN
NULL,Ivy Tech Community College: Richmond,Public,2 Year,IN
NULL,Ivy Tech Community College: South Central,Public,2 Year,IN
NULL,Ivy Tech Community College: Southeast,Public,2 Year,IN
